objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,mCr4_u,mCr4_g,mCr4_r,mCr4_i,mCr4_z,mCr4PSF_u,mCr4PSF_g,mCr4PSF_r,mCr4PSF_i,mCr4PSF_z,petroR50_u,petroR50_g,petroR50_r,petroR50_i,petroR50_z,petroR90_u,petroR90_g,petroR90_r,petroR90_i,petroR90_z,type,specobjid,class,subClass,redshift,plate,mjd,fiberid,sourceType,nvote,p_el,p_cw,p_acw,p_edge,p_dk,p_mg
1.23766E+18,114.48493,42.51478996,23.55301,20.29234,18.55401,17.95344,17.54496,4204,301,4,60,0.2390172,2.284156,2.343882,2.319142,2.374812,2.092321,2.091645,2.141227,2.139535,2.099402,-9999,2.033972,1.904808,2.007565,2.089694,-9999,5.433802,6.326492,6.468292,6.251785,3,1.95357E+18,GALAXY,,0.3355455,1735,53035,493,GALAXY,25,0.720000029,0,0,0.079999998,0.200000003,0
1.23766E+18,114.9760148,43.44635054,16.68552,15.42773,14.90918,14.7693,14.88627,4204,301,4,67,2.016846,1.973225,1.913544,1.902939,1.956566,2.11308,2.103748,2.142501,2.14072,2.129967,0.860295,0.8253888,0.7652659,0.7657129,0.7687586,1.701032,1.641402,1.516879,1.501601,1.567405,3,1.95358E+18,STAR,G2,-0.000126394,1735,53035,537,GALAXY,35,0.42899999,0,0,0.086000003,0.486000001,0
1.23765E+18,115.9492432,42.67311817,19.98625,19.90388,20.09724,20.28112,20.72373,1350,301,6,80,2.142068,2.083774,2.09414,2.119912,1.280431,2.061217,2.05457,2.090966,2.082141,2.07372,0.7708175,0.6915641,0.6281658,0.6727506,0.7846319,1.533175,1.46839,1.33234,1.86024,1.777604,6,1.95361E+18,STAR,T2,0.000582137,1735,53035,630,SERENDIPITY_BLUE,32,0.280999988,0.061999999,0,0.125,0.5,0.030999999
1.23765E+18,116.8904935,43.82434377,23.96301,20.62882,18.8525,18.21124,17.81259,1350,301,6,89,3.201118,2.196549,2.326077,2.258836,2.277853,2.047167,2.073443,2.07055,2.0801,2.071528,4.569785,1.122869,1.551792,1.315725,1.3877,5.168465,2.240335,4.124076,3.528976,4.42643,3,1.95457E+18,GALAXY,,0.3714732,1736,53052,12,GALAXY,59,0.847000003,0,0.017000001,0.034000002,0.101999998,0
1.23765E+18,116.9832748,44.04023005,22.78234,19.89551,18.26074,17.67233,17.2809,1350,301,6,90,4.60808,2.328713,2.340972,2.31821,2.294982,2.065623,2.063005,2.072576,2.078355,2.076098,-9999,2.034822,2.073603,2.099594,1.578639,-9999,14.20148,8.221813,8.390661,4.999977,3,1.95457E+18,GALAXY,,0.2803043,1736,53052,31,GALAXY,48,0.853999972,0,0,0.061999999,0.082999997,0
1.23766E+18,115.4090546,43.80327437,18.72947,17.97465,17.85206,17.6899,17.59994,4204,301,4,70,2.222489,2.181195,2.222048,2.233688,2.209132,2.098765,2.099848,2.127367,2.137513,2.106436,1.198117,1.404546,1.536495,1.481618,1.445769,2.798261,3.979292,4.35379,4.0583,3.394077,3,1.95462E+18,GALAXY,STARBURST,0.04002106,1736,53052,218,QSO,27,0.444000006,0.037,0.074000001,0.185000002,0.259000003,0
1.23766E+18,114.762834,43.22731273,21.32432,19.36773,17.88107,17.32567,16.99651,4204,301,4,65,1.852633,2.352719,2.368166,2.364751,2.340336,2.113321,2.098535,2.135238,2.134728,2.104947,1.820538,1.77794,1.779512,1.740193,1.669534,3.657458,4.558588,5.259791,5.011998,5.841672,3,1.95463E+18,GALAXY,,0.2630069,1736,53052,251,GALAXY,30,0.933000028,0,0,0.033,0.033,0
1.23766E+18,115.2186577,45.43030058,22.62686,20.94686,19.23364,18.52402,18.09466,4264,301,1,65,0.5982699,2.189823,2.188913,2.17378,2.258808,2.096677,2.139106,2.101448,2.122754,2.144608,2.115261,1.092306,1.079245,1.158534,1.060031,2.862303,2.84418,2.76391,3.227372,3.269251,3,1.95465E+18,GALAXY,,0.4174238,1736,53052,322,GALAXY,35,0.629000008,0.028999999,0.028999999,0.057,0.229000002,0.028999999
1.23766E+18,115.0988232,45.24070905,21.05622,18.48296,17.25626,16.24976,15.63708,4264,301,1,63,2.176166,2.022621,2.058772,2.188854,2.171678,2.10291,2.142055,2.124141,2.120445,2.142294,1.191147,0.8547404,0.7900063,0.6859002,0.6824706,2.219506,1.831159,1.697442,1.561404,1.536809,3,1.95465E+18,STAR,M3,5.77E-05,1736,53052,326,GALAXY,48,0.395999998,0.021,0,0.021,0.561999977,0
1.23766E+18,114.5917797,44.59091454,22.60748,20.32385,18.6266,17.97384,17.57264,4264,301,1,58,0.5987305,2.324957,2.289554,2.321676,2.290639,2.099713,2.139499,2.118209,2.109962,2.140891,0.8349214,1.944856,1.734591,1.692358,1.930429,0.8804286,4.533047,5.13141,4.985682,5.962989,3,1.95466E+18,GALAXY,,0.3133682,1736,53052,356,GALAXY,38,0.711000025,0.026000001,0.052999999,0.052999999,0.158000007,0
1.23766E+18,114.5714747,44.44454829,26.02842,21.25909,19.43765,18.42323,17.91057,4264,301,1,58,-9999,1.946513,2.351106,2.231672,2.201077,2.099314,2.139211,2.119636,2.101873,2.134303,-9999,1.481736,1.851155,2.020406,1.459427,-9999,3.03419,5.065226,5.587801,3.306186,3,1.95466E+18,GALAXY,,0.4893526,1736,53052,360,GALAXY,25,0.560000002,0,0,0.039999999,0.400000006,0
1.23766E+18,114.9366318,44.38016816,21.54404,19.83593,18.26224,17.65123,17.23888,4204,301,5,72,0.1048208,2.352483,2.355386,2.380667,2.280776,2.109258,2.089524,2.13416,2.123317,2.061052,1.270555,1.675991,1.540972,1.553298,1.590728,6.295798,4.715088,4.738212,4.604661,4.937459,3,1.95467E+18,GALAXY,,0.2755825,1736,53052,400,GALAXY,43,0.860000014,0,0.046999998,0,0.093000002,0
1.23766E+18,115.6367894,45.12304479,19.62111,18.87933,18.59814,18.2688,18.33183,4204,301,5,78,2.20043,2.159558,2.22145,2.245729,2.138051,2.109269,2.072496,2.128677,2.140875,2.051383,1.112092,1.255194,1.204857,1.214491,1.170078,2.293099,2.981173,2.920551,3.098769,2.642854,3,1.95467E+18,GALAXY,STARBURST,0.131569,1736,53052,403,QSO,46,0.564999998,0,0.043000001,0.195999995,0.195999995,0
1.23766E+18,115.2140197,44.84037567,20.86066,18.4282,17.21402,16.75214,16.46875,4294,301,1,37,2.143206,2.131692,2.094765,2.079116,2.074724,2.074506,2.128162,2.114915,2.110187,2.116034,0.7891902,0.7993683,0.7749184,0.8086421,0.7901579,1.535369,1.690337,1.661422,1.72587,1.635513,3,1.95468E+18,STAR,K7,0.000183214,1736,53052,422,GALAXY,25,0.439999998,0,0,0.079999998,0.439999998,0.039999999
1.23766E+18,115.1812111,44.53828019,21.98022,20.87821,19.07436,18.42062,18.05187,4204,301,5,74,1.910521,2.212545,2.275213,2.299335,2.307245,2.11131,2.072241,2.142637,2.138349,2.062835,1.598803,1.361886,1.257501,1.327015,1.401485,4.595381,3.618427,3.409912,3.596704,4.02059,3,1.95468E+18,GALAXY,,0.3425713,1736,53052,435,GALAXY,24,0.75,0.082999997,0,0.041999999,0.125,0
1.23766E+18,115.3907086,44.72131963,19.97966,19.38589,18.55839,18.21321,17.79141,4204,301,5,75,2.114031,2.237729,2.300052,2.317487,2.266847,2.117226,2.080201,2.137049,2.14543,2.058318,1.235389,1.331353,1.311056,1.230521,1.530336,4.308015,3.751049,3.558366,3.280454,4.88399,3,1.95469E+18,QSO,STARBURST BROADLINE,0.2665722,1736,53052,465,QSO,65,0.338,0,0.307999998,0.169,0.153999999,0.030999999
1.23766E+18,115.4255873,44.71832359,21.20569,19.2111,18.03891,17.56251,17.14622,4204,301,5,75,1.821351,2.220256,2.27007,2.258759,2.225429,2.115452,2.084892,2.140317,2.151145,2.058813,1.718601,1.227615,1.12645,1.083549,1.12701,4.164829,2.997591,3.052939,2.910558,2.966683,3,1.95469E+18,GALAXY,,0.1352361,1736,53052,467,ROSAT_D,36,0.694000006,0,0,0.082999997,0.222000003,0
1.23766E+18,115.7173136,44.5614282,24.38622,20.71015,18.97317,18.27241,17.94715,4204,301,4,75,1.008718,2.368817,2.325389,2.385994,2.401374,2.106083,2.089007,2.13766,2.125647,2.093119,0.3892066,1.739849,2.119499,2.572919,2.151167,0.4328642,3.990613,6.882902,7.017334,6.372486,3,1.9547E+18,GALAXY,,0.3426123,1736,53052,495,GALAXY,69,0.419999987,0,0.014,0.014,0.361999989,0.187999994
1.23765E+18,187.8622272,-2.804222703,23.8103,21.26499,19.22752,18.5537,18.23793,1231,301,3,124,-0.2688488,2.169374,2.288851,2.287655,2.160297,2.05164,2.065138,2.08452,2.095161,2.096432,0.194778,1.542973,1.170641,1.238274,0.9887396,1.021898,4.506612,3.394588,3.560626,3.487273,3,3.76071E+17,GALAXY,,0.3778698,334,51993,75,GALAXY,30,0.76700002,0,0.033,0.100000001,0.100000001,0
1.23765E+18,186.2010962,-2.808180256,19.22867,18.03959,17.36909,16.98259,16.74325,1231,301,3,113,2.204051,2.299275,2.301903,2.293574,2.285266,2.051229,2.067113,2.096141,2.083002,2.093041,1.790516,1.570229,1.449361,1.408137,1.291989,4.306572,3.617668,3.724687,3.760013,3.078498,3,3.76103E+17,GALAXY,,0,334,51993,192,GALAXY,35,0.600000024,0.057,0,0.229000002,0.114,0
1.23765E+18,186.6824172,-2.810225482,21.73537,19.76932,18.26403,17.65673,17.28568,1231,301,3,116,0.9843318,2.309327,2.31638,2.325136,2.343434,2.048283,2.070906,2.085054,2.086763,2.086371,3.100449,1.609276,1.661867,1.506643,1.518492,7.208849,5.011092,5.177411,5.074257,4.392644,3,3.76106E+17,GALAXY,,0.2889722,334,51993,200,GALAXY,29,0.792999983,0.034000002,0.034000002,0.068999998,0.068999998,0
1.23765E+18,185.7511894,-2.916488451,22.56563,20.10935,18.47409,17.85071,17.4789,1231,301,3,110,0.5858684,2.277859,2.308355,2.294376,2.207112,2.055904,2.06378,2.088092,2.074383,2.061387,4.81503,2.022672,1.762189,1.813128,1.830624,6.745288,5.26843,5.194257,6.482543,6.70693,3,3.76134E+17,GALAXY,,0.3080668,334,51993,304,QA,62,0.676999986,0.016000001,0,0.032000002,0.273999989,0
1.23765E+18,186.1855197,-2.394639686,23.22281,20.90155,19.03582,18.32066,17.89009,1231,301,4,113,0.4122874,2.349361,2.3035,2.318308,2.264821,2.064174,2.076324,2.070465,2.084491,2.09032,-9999,1.499081,1.480879,1.495465,1.577524,-9999,4.672814,4.337327,4.934961,5.307012,3,3.76144E+17,GALAXY,,0.4182019,334,51993,341,GALAXY,58,0.776000023,0,0,0.052000001,0.172000006,0
1.23765E+18,185.9542587,-2.064700283,21.41326,19.90511,18.31097,17.72693,17.35531,1231,301,5,111,1.662911,2.202851,2.289015,2.29544,2.248731,2.05838,2.076164,2.058663,2.063609,2.08506,4.056524,1.620181,1.726468,1.527719,1.554898,7.849071,4.917346,5.650164,4.695431,5.60613,3,3.76145E+17,GALAXY,,0.2789775,334,51993,344,GALAXY,29,0.828000009,0,0,0.034000002,0.137999997,0
1.23765E+18,186.0352224,-2.386826147,23.96134,21.39418,19.88042,19.06865,18.61905,1231,301,4,112,-1.390077,2.137375,2.259069,2.202624,2.197161,2.063072,2.081318,2.071405,2.092995,2.094156,-9999,4.803841,1.922492,1.569286,1.75327,-9999,7.646814,5.606903,6.358196,11.03008,3,3.76148E+17,GALAXY,,0.4339966,334,51993,354,SERENDIPITY_FIRST,53,0.395999998,0,0,0.037999999,0.565999985,0
1.23765E+18,185.6976744,-2.481440861,22.47499,20.16902,18.4718,17.8631,17.47692,1231,301,4,110,1.077364,2.458717,2.314322,2.331914,2.21887,2.069831,2.078827,2.07153,2.095415,2.075672,0.3762526,1.588579,1.485919,1.553327,1.609712,0.4903527,3.964275,3.8625,4.345484,5.094173,3,3.76148E+17,GALAXY,,0.3738053,334,51993,355,GALAXY,36,0.666999996,0,0.028000001,0.082999997,0.222000003,0
1.23765E+18,186.0624454,-2.351040509,19.29482,18.31122,18.05424,17.89849,17.83954,1231,301,4,112,2.050802,2.197716,2.18303,2.23877,2.251657,2.058908,2.078959,2.067966,2.089632,2.100019,2.80495,3.077379,3.311506,3.64649,4.45023,12.16779,8.017677,8.623618,8.884087,10.06757,3,3.76148E+17,GALAXY,STARBURST,0.02194971,334,51993,356,GALAXY,39,0.333000004,0.077,0.050999999,0.282000005,0.231000006,0.026000001
1.23765E+18,186.2907029,-2.457447284,19.39916,18.41533,18.03013,17.77387,17.70204,1231,301,4,114,2.262248,2.472463,2.49848,2.48689,2.429139,2.054214,2.079433,2.07783,2.083299,2.090998,2.579577,3.418102,3.139692,2.978104,2.56745,4.879388,7.589338,6.796942,6.404892,4.982046,3,3.76158E+17,GALAXY,STARFORMING,0.09309485,334,51993,392,GALAXY,26,0.192000002,0.115000002,0,0.307999998,0.231000006,0.153999999
1.23765E+18,186.4242728,-2.348350288,24.0615,20.84999,18.91295,18.28131,17.90752,1231,301,4,115,-9999,2.32436,2.294053,2.295643,2.266809,2.0724,2.084108,2.073548,2.08808,2.099567,1.52426,1.520013,1.428971,1.396877,1.106698,2.265514,4.679621,3.990638,4.56514,2.843506,3,3.76159E+17,GALAXY,,0.3804479,334,51993,393,GALAXY,53,0.717000008,0,0.018999999,0.037999999,0.225999996,0
1.23765E+18,186.5714904,-2.047679555,23.8024,20.75641,19.02761,18.41142,18.12519,1231,301,5,116,0.7480074,2.249893,2.297583,2.241008,2.331239,2.064067,2.081564,2.047277,2.048255,2.083832,4.040871,1.180986,1.233974,1.171528,1.228937,4.849793,3.153368,3.366425,3.349196,3.542757,3,3.76169E+17,GALAXY,,0.3376339,334,51993,432,GALAXY,36,0.722000003,0,0.028000001,0,0.194000006,0.056000002
1.23765E+18,187.03806,-2.360049136,20.4819,19.90542,19.078,18.65012,18.3865,1231,301,4,119,2.105092,2.117362,2.161177,2.174832,2.081483,2.083833,2.076594,2.066987,2.083606,2.097508,0.770597,0.7507967,0.7940881,0.8024365,0.8156118,2.17899,1.736343,2.130191,2.090199,2.594213,3,3.76179E+17,GALAXY,,0.3227123,334,51993,466,ROSAT_D,21,0.810000002,0,0,0.048,0.143000007,0
1.23765E+18,187.0060292,-1.93356522,22.87222,20.91361,19.12449,18.44538,17.97113,1231,301,5,119,3.305711,2.33207,2.252185,2.228928,2.301994,2.067878,2.08341,2.027858,2.024179,2.068482,-9999,1.703862,1.465912,1.315651,1.423772,-9999,5.27714,4.298232,4.390374,5.261156,3,3.7618E+17,GALAXY,,0.4027353,334,51993,469,GALAXY,30,0.76700002,0.033,0,0,0.200000003,0
1.23765E+18,187.2112568,-2.060830792,17.21332,15.71202,14.96619,14.57842,14.27521,1231,301,5,120,2.201689,2.24656,2.298594,2.338871,2.359921,2.078052,2.084799,2.056364,2.05389,2.08373,4.437328,5.502536,5.498843,5.511739,5.133439,9.406353,13.90783,14.0659,14.27999,13.06131,3,3.76183E+17,GALAXY,STARBURST,0.008103337,334,51993,483,GALAXY,32,0.218999997,0,0.061999999,0.25,0.187999994,0.280999988
1.23765E+18,187.3112985,-2.312272439,24.3917,21.62281,19.92363,19.07515,18.48045,1231,301,4,121,0.3261061,2.079871,2.262041,2.247809,2.253927,2.073714,2.090645,2.068621,2.075124,2.090159,-9999,1.064697,1.203406,1.086293,1.242595,-9999,3.53681,2.905253,2.868777,4.093991,3,3.7619E+17,GALAXY,,0.4530281,334,51993,506,GALAXY,38,0.474000007,0,0,0.052999999,0.237000003,0.237000003
1.23765E+18,187.6679217,-1.876516151,20.83772,18.97318,17.95887,17.46025,17.03517,1231,301,5,123,2.461792,2.217427,2.199015,2.202301,2.231893,2.087215,2.087612,2.022007,2.021368,2.044515,2.086772,1.82957,1.817564,1.779534,1.555507,4.222147,4.922229,4.719796,4.820036,3.781108,3,3.76203E+17,GALAXY,,0.096028,334,51993,555,GALAXY,29,0.551999986,0,0,0.414000005,0.034000002,0
1.23767E+18,190.7621387,-2.809615848,24.04764,20.11748,18.39219,17.77368,17.41509,6005,301,5,144,3.05395,2.284224,2.335354,2.362861,2.364688,2.110494,2.15764,2.101411,2.110331,2.193475,6.710631,3.204535,2.267445,2.203737,2.102902,10.37882,7.88272,7.12404,6.801856,5.974198,3,3.77183E+17,GALAXY,,0.3925827,335,52000,23,GALAXY,62,0.823000014,0,0,0.048,0.128999993,0
1.23766E+18,185.6468716,52.39439041,22.40184,20.59039,18.88256,18.07337,17.67712,2883,301,3,204,0.5057005,2.277588,2.386708,2.416536,2.286397,2.109789,2.085034,2.118345,2.127129,2.119852,3.10506,1.959484,1.883617,2.011611,1.590011,7.53814,5.603004,5.402668,5.732606,4.827486,3,9.94345E+17,GALAXY,,0.8868936,883,52430,639,GALAXY,30,0.566999972,0,0,0.067000002,0.367000014,0
1.23766E+18,187.9756603,51.42588699,23.44886,20.4334,18.65087,18.04994,17.67061,2883,301,1,213,1.330213,2.204786,2.246861,2.241542,2.207067,2.116836,2.117487,2.102168,2.106804,2.055281,-9999,1.919379,1.542637,1.519819,1.557255,-9999,5.56234,4.422399,3.84767,3.872753,3,9.95298E+17,GALAXY,,0.3308059,884,52374,8,GALAXY,23,0.825999975,0.043000001,0,0,0.129999995,0
1.23766E+18,188.8237604,52.38456666,22.23799,21.14453,19.31045,18.5073,18.0042,2883,301,3,217,0.7378505,2.148403,2.267008,2.310811,2.185073,2.115502,2.11575,2.122655,2.126694,2.143128,2.375741,1.377465,1.594279,1.602786,1.61565,6.921967,3.232732,4.07716,4.286303,4.600107,3,9.95302E+17,GALAXY,,0.4729779,884,52374,24,GALAXY,32,0.561999977,0,0,0.030999999,0.187999994,0.218999997
1.23766E+18,187.8106719,51.51931623,21.97933,20.24007,18.54441,17.94131,17.50011,2883,301,1,213,0.7909395,2.099535,2.122191,2.137892,2.063702,2.10068,2.11777,2.106194,2.093453,2.082559,1.546899,1.662779,1.522034,1.514094,1.566111,4.112576,4.461744,3.689915,3.692969,4.689372,3,9.95307E+17,GALAXY,,0.3254363,884,52374,41,GALAXY,49,0.713999987,0.02,0,0.101999998,0.122000001,0.041000001
1.23766E+18,187.4304864,52.26922039,24.56781,20.80756,18.97838,18.15499,17.70604,2883,301,3,211,-0.4105443,2.407772,2.401099,2.322496,2.229709,2.086047,2.110162,2.118098,2.138028,2.116047,0.3833409,1.854144,2.047379,2.204232,2.289671,0.6471408,3.480834,5.053559,6.713881,5.679219,3,9.95313E+17,GALAXY,,0.4699085,884,52374,65,GALAXY,51,0.626999974,0,0,0.078000002,0.234999999,0.059
1.23766E+18,187.4869858,51.94087751,20.06775,19.23218,18.72062,18.41855,18.24885,2883,301,2,211,2.245604,2.173433,2.176269,2.182114,2.094743,2.083102,2.10855,2.117534,2.126614,2.089659,1.041114,1.099381,1.028556,1.063767,1.107896,1.968487,2.324818,2.289531,2.682867,2.959881,3,9.95315E+17,GALAXY,,0.2114071,884,52374,70,QSO,63,0.602999985,0,0.016000001,0.111000001,0.270000011,0
1.23766E+18,187.9659378,52.40062558,16.1421,14.92922,14.40688,14.14872,13.96532,2883,301,3,213,2.16919,2.106752,2.193459,2.223103,2.274991,2.11078,2.115073,2.112085,2.117042,2.123092,8.60811,9.031161,8.910391,8.950942,8.542364,15.34451,16.78024,16.86282,17.48071,16.97172,3,9.95316E+17,GALAXY,STARFORMING,0.02227808,884,52374,75,GALAXY,50,0.079999998,0,0.079999998,0.059999999,0.720000029,0.059999999
1.23766E+18,187.3951596,51.59199903,21.81204,20.29788,18.57954,17.97879,17.62974,2883,301,1,211,1.528645,2.356915,2.303065,2.289796,2.294484,2.111822,2.113571,2.104597,2.08989,2.080868,2.490613,2.408532,1.663059,1.6383,1.707022,6.91343,6.011598,5.182046,5.037235,4.569935,3,9.9532E+17,GALAXY,,0.3277516,884,52374,90,GALAXY,59,0.779999971,0.034000002,0,0.101999998,0.085000001,0
1.23766E+18,186.9440195,52.39192057,19.55247,18.01171,17.2086,16.74603,16.39807,2883,301,3,209,2.161591,2.264548,2.289539,2.287912,2.290416,2.100421,2.110842,2.119894,2.145354,2.108588,1.711484,1.796954,1.620352,1.518823,1.666938,5.572027,5.440823,5.503999,5.178163,5.187085,3,9.95335E+17,GALAXY,STARFORMING,0.08513316,884,52374,143,GALAXY,25,0.75999999,0,0,0.079999998,0.159999996,0
1.23766E+18,185.7512709,51.88720808,20.78066,20.20733,19.24394,18.77319,18.39659,2883,301,2,204,2.114231,2.123982,2.194922,2.17764,2.287729,2.087028,2.073126,2.100328,2.114973,2.109256,0.8803619,0.8680189,0.9833659,0.9780245,1.111908,3.342277,2.159418,2.523609,2.689002,2.852644,3,9.95358E+17,GALAXY,,0.3649012,884,52374,227,QSO,56,0.606999993,0.017999999,0,0.071000002,0.30399999,0
1.23766E+18,186.1002066,51.48336948,22.96082,20.94141,19.23558,18.42659,17.95538,2883,301,1,206,-0.030223,2.08468,2.021848,2.057775,2.094628,2.110091,2.113558,2.086709,2.081346,2.046331,0.3738217,1.814938,1.776671,1.767722,1.714994,0.4526928,3.091634,3.439025,3.431578,4.001151,3,9.95365E+17,GALAXY,,0.4550505,884,52374,254,GALAXY,31,0.612999976,0,0,0.194000006,0.160999998,0.032000002
1.23766E+18,185.4982164,52.35519704,24.53099,20.89376,19.20901,18.47858,17.98706,2883,301,3,203,-0.06661769,2.357646,2.226899,2.252223,2.190857,2.101953,2.087715,2.120209,2.126496,2.115968,-9999,2.080422,1.471273,1.431001,1.274514,-9999,5.344254,4.479774,4.471067,3.916221,3,9.9537E+17,GALAXY,,0.4038808,884,52374,272,GALAXY,29,0.620999992,0.034000002,0.034000002,0.068999998,0.240999997,0
1.23766E+18,184.9983588,51.52329644,26.2494,20.41812,18.61264,17.84879,17.31481,2883,301,1,201,-9999,2.358995,2.40632,2.399644,2.360817,2.120039,2.090076,2.100426,2.087271,2.045872,-9999,2.316432,2.294357,2.214891,2.771885,-9999,6.093908,6.047581,5.831213,6.993663,3,9.95374E+17,GALAXY,,0.437686,884,52374,286,GALAXY,30,0.73299998,0.067000002,0,0,0.200000003,0
1.23766E+18,184.2714295,52.3373389,23.36844,20.66253,18.79515,18.14572,17.73901,2883,301,3,198,0.2457178,2.383318,2.336821,2.278853,2.214728,2.099852,2.092313,2.119924,2.134072,2.127757,5.83358,1.680529,1.837472,1.618749,1.32407,7.880146,6.140176,5.765326,4.985663,3.324231,3,9.95379E+17,GALAXY,,0.4055187,884,52374,305,GALAXY,26,0.691999972,0,0,0.077,0.231000006,0
1.23766E+18,184.4771575,52.45732544,21.70199,19.37388,18.00757,17.40182,16.99709,2883,301,3,199,0.619572,2.228451,2.303773,2.302638,2.316698,2.092844,2.08982,2.124655,2.133434,2.100077,4.844891,3.138063,2.872903,2.720078,2.191231,10.18709,7.785932,7.699465,7.641449,4.557404,3,9.9538E+17,GALAXY,,0.1958787,884,52374,309,GALAXY,64,0.453000009,0.156000003,0.061999999,0.25,0.061999999,0.016000001
1.23766E+18,185.0167908,52.42084107,23.35988,20.80345,19.03315,18.20313,17.73726,2883,301,3,201,1.715387,2.219508,2.30279,2.373529,2.420597,2.100755,2.095943,2.122464,2.132139,2.113024,0.9510756,2.014132,1.840294,1.78009,1.893056,0.9978208,6.618944,5.808323,5.053341,4.745214,3,9.95381E+17,GALAXY,,0.4505447,884,52374,311,GALAXY,52,0.653999984,0.018999999,0.018999999,0.096000001,0.211999997,0
1.23766E+18,190.9889079,51.3775335,24.29074,20.80528,18.99344,18.20986,17.76043,3918,301,1,31,-9999,2.164024,2.32486,2.298809,2.249882,2.10927,2.063188,2.11576,2.113736,2.039024,4.902097,1.567125,2.046369,1.722022,1.684497,6.218694,4.582392,6.454165,5.652868,5.520638,3,9.96435E+17,GALAXY,,0.4549542,885,52379,50,GALAXY,28,0.42899999,0,0,0.179000005,0.32100001,0.071000002
1.23766E+18,191.2541026,51.89177975,21.58494,19.46185,17.87524,17.29403,16.90523,3918,301,2,32,0.3917104,2.312139,2.325733,2.29769,2.269224,2.091667,2.071341,2.10945,2.117117,2.076678,8.525017,3.232268,2.873468,3.021745,2.432497,12.14134,10.65517,9.686687,10.18143,7.648592,3,9.96442E+17,GALAXY,,0.300049,885,52379,76,GALAXY,58,0.759000003,0.017000001,0.017000001,0.017000001,0.155000001,0.034000002
1.23767E+18,190.4988058,-2.903230614,25.27676,21.30927,19.92452,19.19472,18.8044,6005,301,6,144,-9999,1.853066,2.219724,2.282867,2.26463,2.091918,2.146782,2.055731,2.122108,2.170234,-9999,1.611757,1.124055,1.371735,1.241369,-9999,2.919881,2.696944,3.34316,2.657624,3,3.77195E+17,GALAXY,,0.3767009,335,52000,66,GALAXY,33,0.363999993,0,0,0.061000001,0.545000017,0.029999999
1.23765E+18,190.1189298,-2.45931892,22.2249,20.6414,18.83421,18.04481,17.5937,1231,301,4,139,1.138516,2.340814,2.299297,2.301999,2.276061,2.07955,2.08364,2.082145,2.073954,2.088016,3.664492,1.768124,1.75927,1.673999,1.565357,6.291381,4.688009,5.304106,4.619079,3.450725,3,3.77209E+17,GALAXY,,0.4342303,335,52000,118,GALAXY,26,0.846000016,0.037999999,0,0.037999999,0.077,0
1.23765E+18,189.7454679,-2.904848064,20.92265,21.0637,20.11674,20.28866,19.76633,1231,301,3,137,1.574023,1.743481,2.501581,1.783344,-9999,2.02678,2.069245,2.093996,2.086404,2.097558,2.425965,2.084826,1.957295,0.7703323,3.537459,5.104723,4.064334,3.645874,1.735913,5.164465,3,3.77216E+17,GALAXY,,0.5222073,335,52000,143,GALAXY,25,0.119999997,0,0,0.079999998,0.800000012,0
1.23765E+18,189.9872205,-2.475076811,23.16607,19.94361,17.62556,18.15961,17.48831,1231,301,4,138,1.58032,2.049621,2.562682,2.250796,2.261559,2.078964,2.078541,2.079496,2.082685,2.085587,-9999,1.360699,2.442494,0.8404988,1.110341,-9999,3.18549,5.056472,1.662892,2.029973,3,3.7722E+17,GALAXY,STARFORMING,0.2511788,335,52000,160,GALAXY,34,0.088,0,0,0.028999999,0.882000029,0
1.23765E+18,189.4436768,-2.781657469,17.57793,16.43816,15.96264,15.73703,15.67887,1231,301,3,135,2.172275,2.274637,2.285327,2.266951,2.259908,2.075759,2.068401,2.096018,2.085807,2.074884,7.09879,7.006907,7.452016,7.996966,6.140153,21.77138,14.80529,15.89779,17.52222,10.65457,3,3.77227E+17,GALAXY,STARFORMING,0.003644947,335,52000,185,GALAXY,62,0.435000002,0.048,0.032000002,0.354999989,0.128999993,0
1.23765E+18,188.9073383,-2.729014151,20.01277,17.24804,15.82489,15.11086,14.80209,1231,301,3,131,2.053742,2.001899,1.954344,1.928634,1.983023,2.06586,2.064335,2.096874,2.090951,2.081976,0.9055277,0.7749916,0.6986292,0.7187252,0.738121,1.583495,1.527473,1.392506,1.415666,1.474772,3,3.77238E+17,STAR,M0,-1.66E-05,335,52000,222,GALAXY,59,0.559000015,0.017000001,0,0.017000001,0.407000005,0
1.23765E+18,189.0204082,-2.82675781,19.59528,18.73251,18.36861,18.05715,18.02201,1231,301,3,132,2.041726,2.103954,2.156135,2.179636,2.13596,2.061893,2.056801,2.094019,2.086597,2.069088,0.9274458,1.02612,1.0397,1.030806,0.9533052,1.900453,2.217247,2.520475,2.459438,1.931151,3,3.77239E+17,GALAXY,STARBURST,0.1075584,335,52000,228,QSO,39,0.358999997,0.077,0,0.128000006,0.43599999,0
1.23765E+18,189.1217657,-2.467960889,21.46068,19.38207,17.94042,17.34229,17.01321,1231,301,4,133,0.5896454,2.295065,2.350931,2.347302,2.284922,2.082304,2.074076,2.072582,2.100749,2.082501,1.340783,1.631179,1.76208,1.66283,1.656539,2.017987,4.934594,5.208094,5.105216,5.904345,3,3.7724E+17,GALAXY,,0.2351763,335,52000,231,GALAXY,34,0.675999999,0,0.088,0.059,0.175999999,0
